Transaction ID,Date,Category,Product,Quantity,Price,Revenue,Region,Payment Method
10061,2025-08-11,Books,Atomic Habits,4,550.2,2200.8,South America,PayPal
10062,2026-01-28,Electronics,Sony Headphones,2,889.44,1778.88,South America,UPI
10063,2025-12-07,Electronics,MacBook Air,2,933.41,1866.82,Asia,PayPal
10064,2025-07-11,Home Appliances,Vacuum Cleaner,5,299.31,1496.55,Europe,Debit Card
10065,2025-08-11,Home Appliances,Air Purifier,5,1067.91,5339.55,Asia,Net Banking
10066,2025-04-20,Sports,Yoga Mat,2,582.11,1164.22,Europe,Net Banking
10067,2026-01-17,Home Appliances,Washing Machine,2,357.68,715.36,South America,Debit Card
10068,2026-03-12,Electronics,Sony Headphones,4,1460.03,5840.12,North America,Credit Card
10069,2026-02-01,Clothing,Levi's Jeans,2,65.39,130.78,North America,PayPal
10070,2025-06-15,Home Appliances,Microwave,3,658.51,1975.53,North America,Credit Card
10071,2026-02-28,Electronics,MacBook Air,3,1212.68,3638.04,Europe,UPI
10072,2025-11-22,Home Appliances,Microwave,4,1395.12,5580.48,Africa,UPI
10073,2025-05-09,Books,Deep Work,2,1064.18,2128.36,South America,UPI
10074,2025-12-23,Beauty Products,Lipstick,1,1696.44,1696.44,Africa,UPI
10075,2025-07-12,Clothing,Nike T-shirt,3,1207.74,3623.22,North America,PayPal
10076,2025-06-29,Beauty Products,Moisturizer,4,1317.52,5270.08,South America,Credit Card
10077,2025-04-09,Sports,Yoga Mat,1,1242.13,1242.13,Asia,PayPal
10078,2025-05-04,Beauty Products,Perfume,2,1692.29,3384.58,South America,Net Banking
10079,2025-07-16,Electronics,iPhone 14,1,850.04,850.04,Asia,Debit Card
10080,2025-11-20,Home Appliances,Air Purifier,4,1454.14,5816.56,South America,Debit Card
10081,2025-06-05,Home Appliances,Refrigerator,2,1350.97,2701.94,South America,PayPal
10082,2026-03-24,Home Appliances,Air Purifier,2,1640.53,3281.06,North America,Debit Card
10083,2026-02-24,Beauty Products,Moisturizer,1,248.04,248.04,South America,UPI
10084,2025-11-01,Clothing,Sweater,1,1909.63,1909.63,North America,Debit Card
10085,2025-10-12,Sports,Basketball,4,1169.48,4677.92,Africa,Credit Card
10086,2025-10-19,Electronics,MacBook Air,2,174.38,348.76,South America,Debit Card
10087,2025-08-30,Books,The Alchemist,1,1977.56,1977.56,North America,UPI
10088,2025-12-09,Sports,Yoga Mat,4,754.45,3017.8,South America,Debit Card
10089,2025-11-01,Electronics,MacBook Air,4,67.27,269.08,Asia,Debit Card
10090,2025-07-23,Electronics,MacBook Air,1,506.86,506.86,Africa,Credit Card
10091,2025-12-23,Sports,Tennis Racket,4,1032.35,4129.4,North America,UPI
10092,2025-06-18,Clothing,Sweater,5,153.09,765.45,Europe,Credit Card
10093,2025-12-05,Electronics,MacBook Air,3,546.94,1640.82,Europe,Net Banking
10094,2025-04-26,Clothing,Adidas Shoes,5,1587.3,7936.5,Africa,Credit Card
10095,2025-12-18,Beauty Products,Perfume,1,1331.39,1331.39,South America,Credit Card
10096,2025-09-29,Home Appliances,Washing Machine,5,1085.2,5426.0,Africa,PayPal
10097,2025-09-09,Home Appliances,Vacuum Cleaner,2,1513.43,3026.86,South America,UPI
10098,2025-10-24,Books,Rich Dad Poor Dad,1,696.7,696.7,Europe,Credit Card
10099,2025-06-20,Home Appliances,Refrigerator,1,282.27,282.27,Asia,PayPal
10100,2025-11-29,Sports,Cricket Bat,5,1978.78,9893.9,North America,Credit Card
10101,2025-11-22,Home Appliances,Microwave,5,1255.41,6277.05,Europe,UPI
10102,2025-08-20,Electronics,Sony Headphones,1,1399.12,1399.12,South America,Debit Card
10103,2026-03-20,Sports,Cricket Bat,3,1469.83,4409.49,North America,PayPal
10104,2025-05-10,Electronics,Sony Headphones,3,361.45,1084.35,North America,UPI
10105,2025-09-25,Clothing,Adidas Shoes,2,321.79,643.58,Asia,PayPal
10106,2025-06-13,Beauty Products,Shampoo,4,1521.01,6084.04,North America,Debit Card
10107,2026-03-22,Home Appliances,Washing Machine,2,882.27,1764.54,Africa,Credit Card
10108,2026-02-27,Sports,Basketball,1,1380.75,1380.75,North America,Net Banking
10109,2026-03-13,Home Appliances,Refrigerator,3,1447.68,4343.04,Europe,Debit Card
10110,2026-03-08,Home Appliances,Vacuum Cleaner,2,228.0,456.0,Asia,UPI
10111,2025-05-10,Beauty Products,Shampoo,3,1014.06,3042.18,Europe,UPI
10112,2025-04-25,Electronics,iPhone 14,4,257.88,1031.52,Africa,PayPal
10113,2025-11-12,Electronics,iPhone 14,5,111.1,555.5,South America,PayPal
10114,2026-03-03,Sports,Cricket Bat,3,1918.0,5754.0,Africa,UPI
10115,2025-06-13,Electronics,iPhone 14,1,1483.89,1483.89,Africa,Credit Card
10116,2026-03-04,Books,Rich Dad Poor Dad,5,1964.5,9822.5,Asia,PayPal
10117,2025-11-26,Books,Rich Dad Poor Dad,1,1326.18,1326.18,Europe,PayPal
10118,2025-07-01,Home Appliances,Washing Machine,2,1145.82,2291.64,Asia,Net Banking
10119,2025-12-29,Home Appliances,Washing Machine,1,1822.9,1822.9,Africa,Credit Card
10120,2025-05-11,Beauty Products,Shampoo,3,1556.41,4669.23,Africa,Net Banking
10121,2026-01-25,Electronics,Samsung Galaxy S23,4,63.73,254.92,North America,Net Banking
10122,2025-08-08,Clothing,Nike T-shirt,4,903.27,3613.08,Africa,UPI
10123,2025-07-12,Beauty Products,Perfume,1,129.96,129.96,South America,PayPal
10124,2025-05-10,Electronics,MacBook Air,2,254.19,508.38,South America,UPI
10125,2026-04-04,Electronics,MacBook Air,3,810.86,2432.58,Africa,UPI
10126,2026-03-01,Clothing,Sweater,4,220.76,883.04,Asia,UPI
10127,2025-06-25,Sports,Cricket Bat,5,576.53,2882.65,Europe,PayPal
10128,2026-02-05,Sports,Cricket Bat,5,1876.28,9381.4,Asia,Credit Card
10129,2025-09-03,Sports,Basketball,1,676.86,676.86,South America,Debit Card
10130,2025-05-24,Electronics,MacBook Air,3,1412.78,4238.34,Africa,Debit Card
10131,2025-04-20,Sports,Yoga Mat,2,430.32,860.64,Europe,Debit Card
10132,2026-02-14,Books,Rich Dad Poor Dad,4,1075.75,4303.0,South America,UPI
10133,2025-12-22,Sports,Yoga Mat,3,585.19,1755.57,Europe,Net Banking
10134,2025-10-01,Electronics,MacBook Air,2,1788.15,3576.3,South America,UPI
10135,2026-02-24,Electronics,MacBook Air,2,788.31,1576.62,Asia,UPI
10136,2026-02-20,Clothing,Jacket,3,260.83,782.49,South America,Net Banking
10137,2025-12-28,Sports,Football,2,1696.01,3392.02,North America,Debit Card
10138,2025-07-27,Beauty Products,Moisturizer,2,699.97,1399.94,South America,PayPal
10139,2025-10-08,Beauty Products,Perfume,2,1518.86,3037.72,Africa,Net Banking
10140,2026-01-13,Electronics,iPhone 14,2,497.09,994.18,Africa,Credit Card
10141,2025-09-22,Clothing,Jacket,2,803.65,1607.3,South America,UPI
10142,2025-08-25,Home Appliances,Washing Machine,4,1881.87,7527.48,Asia,PayPal
10143,2025-05-03,Home Appliances,Vacuum Cleaner,2,1094.6,2189.2,Europe,Debit Card
10144,2025-05-24,Sports,Basketball,4,887.25,3549.0,Europe,Net Banking
10145,2026-04-07,Home Appliances,Refrigerator,5,426.31,2131.55,Africa,UPI
10146,2025-11-01,Beauty Products,Lipstick,5,827.4,4137.0,South America,Net Banking
10147,2026-04-02,Beauty Products,Face Wash,1,692.75,692.75,North America,Debit Card
10148,2025-07-21,Beauty Products,Moisturizer,4,1975.71,7902.84,North America,Credit Card
10149,2025-11-14,Books,Harry Potter,2,1466.76,2933.52,South America,Credit Card
10150,2025-10-31,Electronics,iPhone 14,5,1522.11,7610.55,Africa,Debit Card
10151,2026-04-03,Books,Deep Work,5,1425.71,7128.55,Asia,UPI
10152,2026-04-07,Books,Rich Dad Poor Dad,3,1613.88,4841.64,South America,UPI
10153,2026-02-14,Home Appliances,Washing Machine,5,1519.13,7595.65,Africa,UPI
10154,2026-01-04,Home Appliances,Washing Machine,5,1589.06,7945.3,Europe,UPI
10155,2025-12-15,Home Appliances,Washing Machine,1,582.86,582.86,North America,Credit Card
10156,2025-07-25,Sports,Tennis Racket,5,1096.59,5482.95,Asia,Credit Card
10157,2025-09-28,Beauty Products,Lipstick,4,549.33,2197.32,Asia,Net Banking
10158,2025-09-20,Electronics,Samsung Galaxy S23,5,1576.58,7882.9,Europe,UPI
10159,2025-06-15,Home Appliances,Air Purifier,1,1934.79,1934.79,Europe,Credit Card
10160,2025-10-08,Sports,Yoga Mat,3,15.28,45.84,Asia,PayPal
10161,2025-07-18,Clothing,Levi's Jeans,5,325.61,1628.05,Asia,Credit Card
10162,2026-02-10,Beauty Products,Perfume,2,1510.19,3020.38,South America,UPI
10163,2025-12-14,Beauty Products,Moisturizer,5,1626.83,8134.15,North America,Debit Card
10164,2025-05-04,Home Appliances,Vacuum Cleaner,5,103.2,516.0,North America,Debit Card
10165,2025-07-28,Books,Rich Dad Poor Dad,3,195.81,587.43,Europe,UPI
10166,2025-05-26,Beauty Products,Shampoo,4,1490.39,5961.56,North America,Credit Card
10167,2026-02-18,Electronics,MacBook Air,1,1021.92,1021.92,South America,Credit Card
10168,2026-01-21,Beauty Products,Perfume,2,1075.74,2151.48,North America,Credit Card
10169,2025-08-02,Clothing,Sweater,3,309.35,928.05,Africa,UPI
10170,2025-04-27,Home Appliances,Refrigerator,1,313.82,313.82,Europe,Credit Card
10171,2025-11-05,Sports,Football,1,1026.6,1026.6,Africa,Debit Card
10172,2025-05-14,Home Appliances,Air Purifier,4,1347.58,5390.32,Europe,Net Banking
10173,2026-01-21,Clothing,Levi's Jeans,4,1848.73,7394.92,North America,UPI
10174,2025-11-20,Books,The Alchemist,1,1117.56,1117.56,Asia,Debit Card
10175,2025-06-07,Sports,Football,2,1158.13,2316.26,South America,Debit Card
10176,2025-05-12,Clothing,Levi's Jeans,1,898.63,898.63,North America,UPI
10177,2025-08-13,Beauty Products,Perfume,3,110.73,332.19,Europe,PayPal
10178,2025-04-22,Clothing,Adidas Shoes,5,1658.16,8290.8,Asia,Debit Card
10179,2025-11-07,Beauty Products,Moisturizer,3,961.8,2885.4,Europe,PayPal
10180,2025-12-10,Books,The Alchemist,2,852.33,1704.66,North America,Net Banking
10181,2025-09-19,Books,The Alchemist,3,439.4,1318.2,North America,Debit Card
10182,2025-11-02,Books,Atomic Habits,5,84.37,421.85,Europe,Debit Card
10183,2025-09-23,Home Appliances,Refrigerator,1,1602.49,1602.49,North America,UPI
10184,2025-04-10,Beauty Products,Face Wash,5,421.05,2105.25,Africa,Debit Card
10185,2026-03-18,Beauty Products,Face Wash,4,1411.47,5645.88,Asia,UPI
10186,2025-12-15,Books,Rich Dad Poor Dad,1,1925.44,1925.44,North America,UPI
10187,2026-02-02,Books,Deep Work,2,453.11,906.22,Africa,UPI
10188,2025-09-29,Beauty Products,Moisturizer,1,218.57,218.57,Africa,Net Banking
10189,2026-04-02,Electronics,iPhone 14,5,828.17,4140.85,Africa,PayPal
10190,2025-04-30,Beauty Products,Perfume,3,369.27,1107.81,Europe,Net Banking
10191,2025-10-09,Electronics,Samsung Galaxy S23,2,812.07,1624.14,Asia,Debit Card
10192,2025-12-20,Books,The Alchemist,2,658.89,1317.78,Africa,UPI
10193,2025-09-22,Books,Rich Dad Poor Dad,5,71.83,359.15,Europe,PayPal
10194,2025-09-13,Electronics,Samsung Galaxy S23,4,983.08,3932.32,South America,PayPal
10195,2026-01-08,Sports,Tennis Racket,5,224.11,1120.55,North America,Net Banking
10196,2025-04-28,Sports,Yoga Mat,1,1750.21,1750.21,South America,Net Banking
10197,2025-07-14,Books,Atomic Habits,4,394.02,1576.08,North America,Credit Card
10198,2025-09-11,Beauty Products,Lipstick,3,527.34,1582.02,Europe,UPI
10199,2025-11-16,Clothing,Levi's Jeans,5,1561.18,7805.9,Asia,Credit Card
10200,2025-04-18,Electronics,MacBook Air,4,1648.22,6592.88,Europe,Credit Card
10201,2025-04-17,Books,Rich Dad Poor Dad,2,379.3,758.6,Europe,UPI
10202,2025-04-25,Clothing,Jacket,2,1989.57,3979.14,Africa,UPI
10203,2025-11-05,Clothing,Adidas Shoes,2,942.25,1884.5,North America,Debit Card
10204,2026-02-21,Home Appliances,Washing Machine,3,481.71,1445.13,South America,PayPal
10205,2025-10-16,Sports,Football,3,1073.27,3219.81,South America,Credit Card
10206,2025-10-29,Sports,Football,3,810.71,2432.13,Africa,Debit Card
10207,2025-05-11,Beauty Products,Moisturizer,5,1650.17,8250.85,South America,Debit Card
10208,2025-11-12,Sports,Cricket Bat,5,451.25,2256.25,Africa,UPI
10209,2026-03-04,Sports,Football,2,756.53,1513.06,North America,Net Banking
10210,2025-10-29,Beauty Products,Shampoo,3,1174.48,3523.44,North America,Credit Card
10211,2025-05-16,Books,Rich Dad Poor Dad,3,1150.53,3451.59,North America,Credit Card
10212,2026-01-24,Sports,Basketball,4,1321.13,5284.52,Africa,Credit Card
10213,2025-11-02,Electronics,iPhone 14,3,237.03,711.09,Asia,PayPal
10214,2025-12-09,Electronics,MacBook Air,3,1704.33,5112.99,Europe,Credit Card
10215,2025-07-03,Beauty Products,Face Wash,2,1691.48,3382.96,Africa,Debit Card
10216,2025-12-24,Home Appliances,Refrigerator,2,980.93,1961.86,North America,PayPal
10217,2025-05-30,Electronics,MacBook Air,4,1526.26,6105.04,Asia,Net Banking
10218,2025-07-02,Beauty Products,Moisturizer,5,1418.64,7093.2,North America,PayPal
10219,2025-05-02,Beauty Products,Face Wash,3,1799.12,5397.36,South America,UPI
10220,2026-02-12,Clothing,Nike T-shirt,5,1658.88,8294.4,South America,Debit Card
10221,2025-09-01,Home Appliances,Refrigerator,2,433.47,866.94,Africa,PayPal
10222,2025-09-24,Sports,Cricket Bat,1,1155.14,1155.14,North America,Credit Card
10223,2025-07-10,Electronics,MacBook Air,1,355.6,355.6,North America,Debit Card
10224,2025-06-29,Clothing,Levi's Jeans,5,329.84,1649.2,North America,Debit Card
10225,2025-08-25,Sports,Football,2,812.55,1625.1,South America,Debit Card
10226,2025-06-25,Home Appliances,Refrigerator,2,1257.77,2515.54,Africa,Net Banking
10227,2025-10-15,Home Appliances,Air Purifier,1,716.23,716.23,Africa,PayPal
10228,2025-12-01,Beauty Products,Shampoo,4,184.84,739.36,Africa,Net Banking
10229,2025-05-02,Books,Atomic Habits,3,542.43,1627.29,Africa,Net Banking
10230,2026-02-26,Clothing,Jacket,3,1820.37,5461.11,Africa,UPI
10231,2025-12-07,Home Appliances,Refrigerator,2,467.61,935.22,North America,Credit Card
10232,2025-10-03,Sports,Yoga Mat,4,905.56,3622.24,South America,Credit Card
10233,2025-07-22,Clothing,Adidas Shoes,5,1073.48,5367.4,Asia,PayPal
10234,2025-05-15,Clothing,Nike T-shirt,1,1532.65,1532.65,Asia,Net Banking
10235,2025-07-30,Home Appliances,Microwave,2,854.55,1709.1,South America,Debit Card
10236,2026-03-22,Electronics,iPhone 14,3,1026.05,3078.15,Europe,PayPal
10237,2026-03-17,Sports,Yoga Mat,5,867.0,4335.0,Africa,Net Banking
10238,2025-09-20,Clothing,Sweater,4,699.26,2797.04,Europe,UPI
10239,2025-08-01,Home Appliances,Washing Machine,2,231.9,463.8,North America,Net Banking
10240,2025-05-02,Clothing,Nike T-shirt,4,1442.8,5771.2,Europe,PayPal
10241,2026-03-20,Electronics,Sony Headphones,5,1568.78,7843.9,North America,UPI
10242,2025-08-05,Books,Rich Dad Poor Dad,4,694.86,2779.44,Europe,Net Banking
10243,2026-03-23,Home Appliances,Air Purifier,1,1741.11,1741.11,Asia,Debit Card
10244,2025-09-01,Electronics,Samsung Galaxy S23,4,1408.66,5634.64,South America,Credit Card
10245,2025-09-29,Clothing,Jacket,5,1262.0,6310.0,Asia,PayPal
10246,2026-01-13,Home Appliances,Refrigerator,5,1889.25,9446.25,Asia,Debit Card
10247,2026-01-30,Sports,Football,1,360.2,360.2,Asia,Credit Card
10248,2025-12-03,Home Appliances,Microwave,2,747.81,1495.62,North America,Net Banking
10249,2025-09-04,Sports,Basketball,4,528.49,2113.96,Asia,Credit Card
10250,2026-01-24,Beauty Products,Shampoo,5,556.96,2784.8,North America,Debit Card
10251,2026-04-04,Electronics,Samsung Galaxy S23,5,1472.17,7360.85,Africa,UPI
10252,2025-08-24,Books,The Alchemist,5,1237.34,6186.7,North America,Net Banking
10253,2026-02-03,Beauty Products,Lipstick,3,436.85,1310.55,Africa,Credit Card
10254,2025-06-23,Beauty Products,Face Wash,1,646.65,646.65,North America,PayPal
10255,2026-01-31,Sports,Cricket Bat,1,918.64,918.64,Europe,Debit Card
10256,2025-12-30,Sports,Cricket Bat,3,1964.73,5894.19,South America,Credit Card
10257,2026-03-24,Electronics,MacBook Air,2,1218.85,2437.7,South America,Credit Card
10258,2025-09-19,Home Appliances,Vacuum Cleaner,5,911.6,4558.0,Europe,Debit Card
10259,2026-01-05,Clothing,Adidas Shoes,5,113.18,565.9,Asia,Net Banking
10260,2025-08-17,Electronics,MacBook Air,2,1538.79,3077.58,Asia,Credit Card
10261,2025-09-01,Sports,Basketball,4,1772.7,7090.8,South America,Net Banking
10262,2025-12-22,Books,The Alchemist,3,1843.49,5530.47,North America,Debit Card
10263,2025-04-18,Sports,Football,2,263.47,526.94,Europe,UPI
10264,2026-03-27,Beauty Products,Moisturizer,2,1601.32,3202.64,North America,Credit Card
10265,2026-02-05,Books,The Alchemist,3,1922.61,5767.83,Africa,Net Banking
10266,2026-01-11,Books,Deep Work,1,1194.86,1194.86,Africa,PayPal
10267,2025-08-16,Clothing,Nike T-shirt,5,737.67,3688.35,North America,Debit Card
10268,2025-06-09,Sports,Basketball,3,1670.82,5012.46,South America,Credit Card
10269,2025-09-12,Sports,Basketball,2,883.81,1767.62,Africa,Net Banking
10270,2025-12-03,Electronics,iPhone 14,2,477.69,955.38,Asia,Credit Card
10271,2025-09-07,Electronics,Samsung Galaxy S23,5,1278.81,6394.05,Africa,PayPal
10272,2025-10-07,Electronics,iPhone 14,1,1607.92,1607.92,Europe,PayPal
10273,2025-08-25,Sports,Yoga Mat,4,1979.37,7917.48,Asia,Credit Card
10274,2025-09-06,Sports,Yoga Mat,1,134.18,134.18,South America,PayPal
10275,2025-07-29,Sports,Yoga Mat,3,1700.68,5102.04,North America,Credit Card
10276,2026-02-13,Clothing,Adidas Shoes,4,1715.78,6863.12,South America,PayPal
10277,2025-07-26,Clothing,Levi's Jeans,2,1539.38,3078.76,Europe,UPI
10278,2026-02-15,Beauty Products,Shampoo,2,349.62,699.24,Europe,Credit Card
10279,2025-05-21,Electronics,iPhone 14,4,1231.65,4926.6,South America,Net Banking
10280,2025-12-14,Beauty Products,Perfume,3,1401.9,4205.7,Asia,Net Banking
10281,2025-12-04,Beauty Products,Shampoo,5,1770.51,8852.55,Asia,Net Banking
10282,2025-08-12,Books,Rich Dad Poor Dad,1,1203.12,1203.12,North America,Debit Card
10283,2025-10-26,Sports,Yoga Mat,1,1201.92,1201.92,North America,Debit Card
10284,2025-05-03,Clothing,Jacket,3,503.43,1510.29,North America,Net Banking
10285,2025-06-28,Sports,Cricket Bat,2,288.54,577.08,Africa,UPI
10286,2025-04-14,Sports,Yoga Mat,1,60.85,60.85,Africa,PayPal
10287,2026-01-16,Beauty Products,Moisturizer,4,1545.95,6183.8,Europe,PayPal
10288,2025-09-12,Sports,Tennis Racket,2,1665.86,3331.72,Europe,Debit Card
10289,2025-10-23,Clothing,Levi's Jeans,4,1955.4,7821.6,North America,UPI
10290,2025-12-21,Home Appliances,Refrigerator,1,1351.84,1351.84,Africa,Debit Card
10291,2025-04-29,Electronics,MacBook Air,4,1256.31,5025.24,South America,UPI
10292,2025-04-15,Clothing,Jacket,2,781.9,1563.8,Africa,PayPal
10293,2025-08-21,Electronics,iPhone 14,4,302.34,1209.36,Europe,Net Banking
10294,2025-11-03,Electronics,Samsung Galaxy S23,2,1370.2,2740.4,Africa,Credit Card
10295,2025-04-10,Beauty Products,Lipstick,2,803.53,1607.06,North America,Credit Card
10296,2025-12-09,Books,Atomic Habits,5,513.37,2566.85,Africa,Debit Card
10297,2026-03-02,Electronics,MacBook Air,4,1635.85,6543.4,North America,Net Banking
10298,2025-11-11,Books,Atomic Habits,3,710.44,2131.32,North America,UPI
10299,2025-07-05,Books,Rich Dad Poor Dad,2,1812.67,3625.34,Africa,Credit Card
10300,2025-10-03,Electronics,Samsung Galaxy S23,3,913.79,2741.37,South America,Credit Card
10301,2026-03-25,Electronics,Dell Laptop,4,698.68,2794.72,South America,Credit Card
10302,2025-09-13,Home Appliances,Refrigerator,2,695.47,1390.94,South America,Net Banking
10303,2025-08-03,Electronics,Dell Laptop,1,350.42,350.42,North America,Net Banking
10304,2025-11-19,Clothing,Jacket,5,785.25,3926.25,Africa,UPI
10305,2025-10-27,Electronics,iPhone 14,5,1263.14,6315.7,North America,UPI
10306,2026-03-15,Sports,Basketball,5,925.77,4628.85,South America,Debit Card
10307,2026-02-05,Sports,Tennis Racket,3,86.97,260.91,Europe,PayPal
10308,2025-04-21,Home Appliances,Refrigerator,3,1087.94,3263.82,South America,UPI
10309,2025-12-12,Books,Rich Dad Poor Dad,1,1293.8,1293.8,Europe,UPI
10310,2026-02-20,Sports,Football,4,1059.24,4236.96,South America,Credit Card
10311,2026-01-18,Sports,Yoga Mat,3,594.37,1783.11,Europe,Debit Card
10312,2025-10-14,Sports,Tennis Racket,5,107.59,537.95,South America,Credit Card
10313,2025-09-03,Home Appliances,Vacuum Cleaner,1,889.11,889.11,North America,Credit Card
10314,2025-11-27,Electronics,Sony Headphones,3,146.44,439.32,Asia,Net Banking
10315,2025-08-07,Sports,Football,3,611.55,1834.65,Asia,PayPal
10316,2025-04-16,Clothing,Jacket,4,1660.06,6640.24,South America,UPI
10317,2026-01-20,Books,Atomic Habits,3,1907.02,5721.06,Asia,Credit Card
10318,2025-10-05,Sports,Tennis Racket,2,707.23,1414.46,Asia,UPI
10319,2025-07-12,Clothing,Levi's Jeans,2,1173.61,2347.22,Africa,Debit Card
10320,2025-10-11,Books,Deep Work,4,798.73,3194.92,Europe,Net Banking
10321,2026-03-19,Electronics,MacBook Air,2,170.63,341.26,North America,PayPal
10322,2025-04-22,Home Appliances,Microwave,2,1573.35,3146.7,Europe,UPI
10323,2025-06-17,Clothing,Sweater,3,1372.45,4117.35,South America,UPI
10324,2025-07-10,Books,Atomic Habits,1,1946.03,1946.03,South America,Debit Card
10325,2025-04-08,Sports,Football,5,1014.82,5074.1,Africa,PayPal
